'','',''
,,
0.48982899454465556,0.3479314095610709,0.5273970340623121
***,***,***
0.5025339642721991,0.35680256243694913,0.538156593756589
***,***,***
0.5025339642721991,0.35680256243694913,0.538045763684341
0.5067520804427397,0.360255870963698,0.5491044187332649
0.5371596517091305,0.3817705758072874,0.5792247424021876
0.5675672229755213,0.40328528065087665,0.6103850864316024
0.5789173396505964,0.41149325618064864,0.6255660714227446
0.5902674563256717,0.41970123171042073,0.6417628749665842
0.45709877885345523,0.3275830846367851,0.4963349118961473
0.23925379588176382,0.17647070824934563,0.3384772617414899
0.23174494355458874,0.1717444830034009,0.345133823455292
0.17368909718735,0.1331258884651001,0.32292164768604464
0.15221131748253364,0.1199836952890306,0.3133928241825074
0.08545185970628734,0.07341773208895715,0.25986394397360757
0.07991679726933718,0.06845480370221176,0.2505410628212168
0.07100508876779144,0.05992490240299166,0.23477299373744734
0.04905338909570215,0.04142123659821334,0.2166876941346097
0.0199822330663847,0.01691472502525984,0.2028328474340261
0.02280567844979337,0.01613602863269219,0.20057126328056143
0.00506792854439853,0.00358578414059826,0.20002821053237416
0.00760189281659779,0.0053786762108974,0.20006347369784078
0.00506792854439853,0.00358578414059826,0.20002821053237416
0.00760189281659779,0.0053786762108974,0.20006347369784078
0.02533964272199263,0.01792892070299133,0.20070526330933552
0.01266982136099632,0.00896446035149566,0.2001763158273348
0.00253396427219926,0.00179289207029913,0.20000706221055692
0.00253396427219926,0.00179289207029913,0.2000070526330935
0.00253396427219926,0.00179289207029913,0.2000070526330935
0.00253396427219926,0.00179289207029913,0.20000705614483044
0.00253396427219926,0.00179289207029913,0.20000716426386414
***,***,***
0.49300523697654136,0.35014919778004044,0.5047628560129983
0.49847138228431787,0.3547157757316127,0.5178582075222772
0.5288789535507087,0.3762304805752021,0.5674990292919205
0.5497577975214417,0.3910918207618828,0.6037553603975166
0.4679645457555722,0.3348450473007517,0.462458366914076
0.49240938997857253,0.3520837209889441,0.49917750475184025
0.4681406557454884,0.33590477674072816,0.46678813423587795
0.48901949971622144,0.35076611692740883,0.5027008926156994
0.4403007938635709,0.3179181514884822,0.44433079188251745
0.3951480882631881,0.2874475195510672,0.40156579372442236
0.31642938241053786,0.2332989738901416,0.33700347144422504
0.21109513906424532,0.1600130195195989,0.2252336393978648
0.17251709684051394,0.1349733879921187,0.19645875024216833
0.14300909750275936,0.1168082494010691,0.1838032400688417
0.10895733082136085,0.09254513149615452,0.13230766554372334
0.09732789401504961,0.08112515908818785,0.0864216492973967
0.09268284166891817,0.0766962367559337,0.07294713480394716
***,***,***
0.4993577218403133,0.3545847742179795,0.5135765085647395
0.5285766263559483,0.3753070345610651,0.5632248038026156
0.5438466314013536,0.38628995858561854,0.585942694956877
0.5710779602358584,0.40558687521023834,0.6309169479369431
0.5911841471682475,0.42002686070468964,0.6645769633723208
0.5951016673498809,0.42302411158763753,0.6692830388739675
0.6175851877837818,0.43904898608309656,0.7056290158331652
0.6187424752459411,0.4401995385553493,0.7046095795892876
0.6100143880865109,0.43464646148673863,0.6858080213534345
0.5999338160633086,0.42820790468385517,0.6691531176738438
0.5907897191914664,0.42228373780696987,0.6546810110660676
0.5770616320320362,0.41318056403469267,0.629668045081897
0.585432434882691,0.41937306697785104,0.6460383447407417
0.5687802968907708,0.4083301595611098,0.6214428729267737
0.5189781683589952,0.3739804282291327,0.5444121876572304
0.4964387479503208,0.35856950555002626,0.5148923511489988
0.42752390183529954,0.3108373059620819,0.4355873339904107
0.40620860399853254,0.29553151567240316,0.4120260444660598
0.40335433826317973,0.29267234127996694,0.4066656989530355
0.39399861014765475,0.28512413881193244,0.39212569610507925
0.36706146253793354,0.2660615211382961,0.357396165942108
0.33835938682528127,0.24659538828638164,0.3151038295299194
0.3102317001451722,0.22766003447710073,0.27629162563160853
0.29246751939341414,0.21577287483196247,0.2521100548090576
0.27351467189090034,0.20309327068632038,0.2289209836557058
0.25638558195650063,0.19174597502537527,0.2110482690544058
0.21393438997871767,0.16296454086796247,0.17068165267148674
0.1817582516083736,0.13947125735802784,0.13326321283835452
***,***,***
0.502296230922048,0.3566440735368483,0.520842911723631
0.5327038021884388,0.3781587783804377,0.5709987490073816
0.5627138583186037,0.3993884144803339,0.6199495659713827
0.5876688879603741,0.41711535759334906,0.6601484565700567
0.6155407156596624,0.4368981407669092,0.7073164026956295
0.6441257434094039,0.45715639064077174,0.7562123136305265
0.6715234761288736,0.4766017431887013,0.8041780945524899
0.695843257284267,0.49388512865792256,0.8476515662827152
0.7200261817292676,0.5111212470568454,0.8914508059801102
0.7432366194184653,0.5276236442566421,0.9332956303474915
0.7716248289290565,0.5477707406239469,0.9873672946875252
0.7878477224709378,0.5597875676925691,1.0347309540882785
0.8014092260027289,0.5699440474688947,1.0757079742422975
0.8107913810229155,0.5771960715186817,1.1056305515352438
0.8231463539038464,0.5865715230827618,1.143107351275785
0.8285395772893186,0.5910069466868697,1.1627333767411254
0.8354017083438124,0.5965120557938368,1.186309023768493
0.8441073371278717,0.6032926063740625,1.2138926202093638
0.8472971990098118,0.6061235017238814,1.227504660372424
0.8537994662903388,0.6112995240498181,1.2486234754453496
0.8630595452825213,0.6183572303334581,1.2755671276118956
0.8660498202572874,0.6203878420892558,1.2862612981487116
0.8641640073158094,0.6190863398188194,1.2867301024713458
0.8632277560544521,0.6184392459742151,1.2898459797589596
0.8581997185607555,0.6150016387067233,1.2834643842975462
0.8613274407163994,0.6171283705958039,1.2941979970323
0.8609015167759301,0.6168255848995345,1.2975985025849754
0.8579406305183567,0.6147215716448222,1.298814883991178
***,***,***
0.5025339642721991,0.35680256243694913,0.518636536748586
0.53294153553859,0.37831726728053844,0.5689799849447023
0.5628736401046784,0.39951499432392623,0.6187445239638016
0.5828515948221311,0.41377115350656885,0.6494241388266836
0.6051386123549215,0.4296158932475696,0.6855477695358868
0.6345952502207075,0.450496642490756,0.7369190163558453
0.6619968615980993,0.47000475676926107,0.7864943494905646
0.6900298428039463,0.4898936669609845,0.8366227648365127
0.7188473535254328,0.5102680968298013,0.8895100923024641
0.7359752514820393,0.5225814835603766,0.9198575749670053
0.7534475616485353,0.5351374199041382,0.9521732140989031
0.7640775723700308,0.5430360298940515,0.9747308007504027
0.7717331727736678,0.5489944342835622,0.9995683442917515
0.7699308235052563,0.5482553655819192,1.0006834646914078
0.7661835007252389,0.5460488544820243,0.9968959552162601
0.7616869978241335,0.5434308314413306,0.9927779364011566
0.7717004280713624,0.5511378441389471,1.0251986745831119
0.7862587624558256,0.5621178239573165,1.0694977654953948
0.7831607522388763,0.5605082393626358,1.0692669446523912
0.7748215557202104,0.5550857742600493,1.054904056453506
0.7570074916435243,0.5430302827531598,1.0203016812938799
0.750830489246957,0.5390875245964192,1.0108550317044571
0.7455896939644167,0.5359087064834063,1.006154530106716
0.728096202541614,0.5239809878490347,0.9737050891717753
0.7068919864719906,0.5094453773545898,0.936183566521561
0.7097743306949996,0.5119985786663996,0.9502245983879205
0.6981767461844073,0.5043089696855763,0.9338289417583782
0.6886301045345612,0.4980323168937876,0.9287221243978084
***,***,***
0.5025339642721991,0.35680256243694913,0.5193465339631362
0.53294153553859,0.37831726728053844,0.5695085887147696
0.5356703889694676,0.38052207366298246,0.5728078172142033
0.5609403940148728,0.3986051910948689,0.6148953491112932
0.5881717228493777,0.41790210771948877,0.6604722109228872
0.6009005762802553,0.4272071075092659,0.6840203757714871
0.6042976310229405,0.43006105827449004,0.6854983530432304
0.6303402931066897,0.44856553039860597,0.7327935338677619
0.629762196487115,0.44856879372689884,0.7278547513825109
0.6460570501702599,0.4602511270181875,0.7561281030805569
0.6531016200491734,0.4657696947528057,0.7717963147893199
0.6522713318302027,0.4654949035065928,0.7696010555777223
0.6365556689896424,0.4549663860158497,0.7401631677615164
0.6087148642469663,0.4360308406912718,0.6913178950591728
0.5802389686869319,0.41655543138250073,0.6415052665903008
0.575597347218717,0.41352298793312525,0.6356922439215447
0.5160474102863373,0.3723511177683208,0.5467750164167177
0.4973193231269071,0.359697847292377,0.5274787452397203
0.47359123596747693,0.3434944801127668,0.5039116588786305
0.4182151921985922,0.3031819113691009,0.43170211674737946
0.39993387991935625,0.28896111256530427,0.40983431590189695
0.38331006322537126,0.27766099573256414,0.381152536198697
0.35158226696529266,0.2561598144237033,0.33207160649315576
0.34920274580611355,0.2547581905904557,0.32892984243449847
0.29053811727434914,0.21493083480505762,0.25251067775849545
0.2624104305942402,0.19599548099577677,0.22033763100024695
0.26061859469616094,0.19503493167690833,0.2182966412434612
0.21190559330868355,0.1613502148504685,0.16741754698866787
***,***,***
0.5019598396217471,0.412368741439584,0.941469207172895
0.5302404015247891,0.43070740512964584,0.9907049405344617
0.5462854611795838,0.43912087339271705,1.0090171932152168
0.5486810994808033,0.4357544905558904,0.9877921620869674
0.5597619625537782,0.4412287754879123,0.9979365266199869
0.5569006586775356,0.4378542245575528,0.9810512228151286
0.5705958031022145,0.4486430670892083,1.0137155051406173
0.5836334809346393,0.4590812607716617,1.0442115923888573
0.5625467629497457,0.4395292793332839,0.9772067810869669
0.5616668097048024,0.43781095591609603,0.9681873038393028
0.5630740104040247,0.43804982986349295,0.960628408365064
0.564301298926925,0.4382096835608975,0.9546302010558113
0.582688744563652,0.45327578495477333,0.9978140452770202
0.6068790818529193,0.4733923937392479,1.0587764346565944
0.5558690779566582,0.42837128221862225,0.9106614855850051
0.5550966929224885,0.4269251595533037,0.902072111767857
0.513735815528131,0.3904471402545629,0.7975763103747504
0.48290319650809205,0.362696218176144,0.7256628042991515
0.40986929909540853,0.2988224833531146,0.4705218734724389
0.3822754678137528,0.2741807265987353,0.3879039595451257
0.3399202557838023,0.2368042275412132,0.30079099361979417
0.3056927545464712,0.20766104756585702,0.2518272586229446
0.29885634352322593,0.20298922759386984,0.23125694674577696
0.2867106836346303,0.193362424593402,0.21312719577846476
0.2774224808609154,0.18651503940127567,0.20029841237367757
0.2677078151490013,0.17915672904180394,0.17991266451603033
0.26024225487815283,0.1736922687081312,0.16513516696173733
0.22209317997528658,0.14571022405214876,0.12191807815550933
***,***,***
0.5049179812137338,0.41501793042195756,0.9480671339357508
0.561621908006252,0.45869574234167104,1.07527632209989
0.6194817586849137,0.5034013054206066,1.2054463391802637
0.6583093546959682,0.5322997787207188,1.2810022475985101
0.7087458931372499,0.5740294494345649,1.3858354171118943
0.734538622937281,0.5963566651571781,1.4285919049711822
0.7549815849330105,0.614055973168369,1.4539750504796876
0.7984866869201065,0.6515743335122188,1.485429676197013
0.8288394558932903,0.6778083023913243,1.4937873336245855
0.8743009093014619,0.7170977679726488,1.4978536009602563
0.9158308578077193,0.7532979517635174,1.498977863181243
0.9488204505964886,0.7824113411186614,1.4993814925879771
0.9714688273327067,0.8014985303046331,1.4996823326986513
0.9905941329780779,0.8172975198058143,1.4998467488319682
0.9937499726208961,0.8189806342819839,1.4998675700803747
0.9988782120404757,0.8217156953057597,1.49989660003041
***,***,***
0.5031157635078908,0.4133964925988059,0.9449613478706981
0.54050492560258,0.439672552959144,1.0157154378541762
0.5653940613712308,0.4552824064810356,1.0595122330550275
0.5902831971398819,0.4708922600029273,1.1050969266181023
0.6174972383980559,0.49193161062720364,1.1714194870134444
0.6405316518011794,0.5110204682524562,1.2335371314797277
0.6624101413181596,0.529081574718487,1.2928900059770874
0.6854445547212832,0.5481704323437397,1.3480915608185264
0.6933809825932015,0.5542259927900961,1.3671117728483577
0.71049856523066,0.5678435861685738,1.3990836942577098
0.714664682560575,0.5707135480133679,1.4061135810679928
0.7342313243052675,0.586719152160955,1.4398505521923024
0.742957480808335,0.5934958671622412,1.4500408404989216
0.7566072917873626,0.6040302070630533,1.4646688144622644
0.7666611654013062,0.6123016586108552,1.4742736811364994
0.7661104193212639,0.6107947403374289,1.4728399212328802
***,***,***
0.5008039157356033,0.41134099028036214,0.6286561299068271
0.5103099022777164,0.41374014419644595,0.6269771103402596
0.5453872166001182,0.43796070223834055,0.67390220838673
0.5804645309225199,0.46218126028023476,0.7224436016928619
0.5503508761306586,0.4328680560498309,0.6635666820386975
0.5344927735012212,0.4184913709549445,0.6345101757385954
0.5209465186440709,0.4061701881785017,0.6077460072157802
0.5281336020344568,0.41104465704182186,0.6194056532085331
0.5477002437791494,0.427050261189409,0.6583580135223333
0.5671982798563686,0.44288961111166325,0.6940865843462485
0.5466478760148831,0.42423566715455624,0.6579373353664666
0.5531345287112114,0.42876369933552194,0.6744507828459024
0.5349645783094863,0.41233151192219164,0.6452936415653974
0.5544626143867056,0.4281708618444458,0.6806014128825579
0.5762724982362123,0.4460657140851439,0.7180216456118496
0.5509061660858036,0.42306674452157034,0.6663173767857097
0.5727160499353104,0.44096159676226837,0.703339723621533
0.5859103677222518,0.4508146221862129,0.7271353368751369
0.6030279503597107,0.46443221556469066,0.7576794855987605
0.6248378342092172,0.4823270678053886,0.7952107349549071
0.6278334430252924,0.48386009491419923,0.8006291751421184
0.5887233369840037,0.4489366144007535,0.7303496011105229
0.5519250787150025,0.41606863620575146,0.6650234592824711
0.5231913297812155,0.3901424283142692,0.6185941900754341
0.5266851326307521,0.3921032816992742,0.6215580323427888
0.5206597543255219,0.38568509974068926,0.610835972839669
0.4847773264325668,0.35295289021348614,0.5605257204064359
0.42810811842525326,0.303075669822407,0.4928234469877496
***,***,***
0.5025339642721991,0.35680256243694913,0.34555628456984905
0.49239127065464794,0.3503905308190612,0.3327611149368005
0.5025237094790675,0.35794186743191203,0.34299788836647915
0.5329312807454584,0.3794565722755012,0.3759048745653604
0.5585841850088259,0.3978014991170752,0.40746256476746257
0.5866144227737052,0.4177313149596569,0.43997497284390497
0.5743695280966133,0.4094973757568337,0.4240016173492425
0.5597472999180098,0.39967854755300297,0.40749690407917216
0.5857899620017589,0.4181830196771189,0.4377276827400217
0.6161975332681496,0.4396977245207082,0.47211817892641755
0.6422401953518987,0.45820219664482414,0.5039876435933756
0.6440325736314163,0.45989261310127,0.5070879694917553
0.6394103454528128,0.4571739783047724,0.5037512568345831
0.6431902994134606,0.4602897384796838,0.5099754633613564
0.6644782944941865,0.47562443260178433,0.5415731282892005
0.6782582484548343,0.48584038618402886,0.562275340736292
0.69755866785443,0.4997497365876636,0.5927052184833842
0.7255889056193092,0.5196795524302453,0.6303869043816889
0.7471128839240462,0.5351287016482061,0.6572313247174382
0.7636473472186938,0.5470713706693974,0.6823962977675617
0.7745226594033615,0.5554260446098684,0.7059544151372442
0.7577866414921745,0.5447779425244462,0.6938090245235015
0.7697081507000458,0.5536935776152676,0.7136371158578179
0.7724424224268396,0.5560471830327801,0.7283009552280973
0.7567781502270418,0.5452249062921172,0.7083120821399804
0.7266862165741756,0.5247543607573142,0.6770399849144216
***,***,***
0.4906472967646412,0.34887811743191044,0.34391729263633675
0.47350819800080013,0.33869504225534525,0.3671770213143133
0.48014243425207503,0.3443608570888573,0.3954784001073398
0.3972876758010525,0.28813427577371503,0.3158685137190609
0.4276952470674436,0.3096489806173042,0.34619776984758993
0.4343294833187184,0.3153147954508165,0.37503309833638476
0.42444125173448766,0.3099656317273247,0.4039393763120382
0.4473602224711171,0.3264879362177398,0.43415377109382863
0.46588112622995,0.3400781960562907,0.4649557003925373
0.48440202998878307,0.3536684558948414,0.4966008943111358
0.5148096012551739,0.3751831607384309,0.5296612206353458
0.4415304924005071,0.3251397592921011,0.4446654691661699
0.4687286634398575,0.3445148639843301,0.4763842499620803
0.34328650905034,0.2555614179701945,0.287065054420017
0.3486269763813269,0.25996354713266556,0.305480123864869
0.2845806816033326,0.2154735954845105,0.2376433277934398
0.3149882528697236,0.23698830032810003,0.2613890711110315
0.1471663274156728,0.11531057811991519,0.10415401039119473
0.09454544573048888,0.07781411037896858,0.05293713977294103
0.0622090604504054,0.05135012466372938,0.02249686564185421
0.06625029089946183,0.05521494255602267,0.02802912495646578
0.04453930688703647,0.0355764829823058,0.0085164807151964
0.0118965367999528,0.0086661301715479,0.00037100235677326
0.01851822890389847,0.01372253279517117,0.00149692104343725
0.03246311806258273,0.02400605717080865,0.00356210946007258
0.01237078314203362,0.00900019850530457,0.0005894088751813
0.00253396427219926,0.00179289207029913,0.00000714333464479
0.00253396427219926,0.00179289207029913,0.00000725481621201
***,***,***
0.5025339642721991,0.35680256243694913,0.34528192822864057
0.4876366036516248,0.3472207528170458,0.3313532842107463
0.4474343111440849,0.32074281554831574,0.2981131048620005
0.46833254840442934,0.33591796438787425,0.32757815619616665
0.4581898547868781,0.32950593276998635,0.3159838498401902
0.4885974260532691,0.3510206376135758,0.3472735642298856
***,***,***
0.5025339642721991,0.35680256243694913,0.3459897687763956
0.44288193664860165,0.31565020118569836,0.28012459752294494
0.4685348409119695,0.3339951280272725,0.31139846148521
0.4441281462853487,0.3180737624033383,0.2963847221103424
0.42923078566477424,0.308491952783435,0.2843334060942363
0.45963835693116534,0.3300066576270245,0.31557378167023414
0.485291261194533,0.34835158446859843,0.34617060332965177
0.46244359784943784,0.3330683999748324,0.3233332645011639
0.48334183510978257,0.34824354881439096,0.3525774428351126
0.5137494063761735,0.3697582536579803,0.38494574921112923
***,***,***
0.5025339642721991,0.35680256243694913,0.34431795365253987
0.47239127065464803,0.33619014400439534,0.3060436414215598
***,***,***
0.5025339642721991,0.35680256243694913,0.3461996891441257
0.53294153553859,0.37831726728053844,0.3796388814765093
0.5585944398019576,0.3966621941221123,0.41139828478880297
0.5036970791813831,0.35867961087287686,0.3459076497825627
0.5293499834447506,0.37702453771445077,0.3776116958616946
0.5550028877081181,0.3953694645560246,0.4092779142407865
0.5806557919714858,0.4137143913975985,0.4412278181266375
0.5995664535506999,0.4274641965186912,0.4696334597095751
0.6046690929301253,0.4320827737134539,0.48148412602507845
0.6255673301904698,0.4472579225530123,0.513872529024201
0.5881321290048227,0.42252441956783193,0.47576378366855404
0.6165521245900835,0.4426137806929556,0.508543526828561
0.5969000969664856,0.4298621930710367,0.4934114332869506
0.6110560915426765,0.44044222019011386,0.5227099463889715
0.632733844443784,0.4559364595947564,0.5530317746166384
0.5958489081420792,0.43072891944172126,0.5095851212058377
0.5510399210078846,0.4000315489405558,0.4585638826610136
0.5612207642218151,0.4077608886227017,0.4835399677826866
0.44124772247109595,0.32527453182824656,0.3560329612533503
0.44269874731974357,0.32698340607144577,0.37495450455291934
0.4159021845044189,0.3090610786664808,0.35664190698572834
0.35028742983743083,0.26363268625983294,0.3044396537809696
0.27070323931021795,0.20827782280123067,0.25243672728684036
0.21637819358625748,0.16811507904496367,0.21461511204188133
0.2189847904581192,0.16993475782062512,0.22671871394105592
0.18493329260243474,0.14641492789294622,0.18203702741162822
0.16833562610395209,0.13535375420474915,0.1613750158392428
0.1261152142724641,0.10601152602612457,0.11752287807199722
***,***,***
***,***,***
0.5031157635078908,0.4133964925988059,0.6291244287126266
0.5266338389688555,0.4273395390484813,0.6670145544565346
0.4740228957593914,0.3780542263828644,0.567958612927665
0.42603564809450206,0.33287991835413466,0.4839412100766567
0.4226720959741875,0.32471316063446176,0.46862389024965295
0.3970355533207424,0.2998477097395666,0.43100754277516445
0.41660219506543505,0.31585331388715365,0.4611035263624621
0.4315451412655529,0.3277479133978532,0.4915861265491479
0.44648808746567054,0.33964251290855274,0.5239669413560094
0.4316855538473239,0.32613756382313125,0.5020245648437673
0.40987887124464156,0.3062998535570457,0.4759250256557683
0.4294455129893342,0.3223054577046328,0.508854733052438
0.3831877073176371,0.28273022159512745,0.43348400361027256
0.33317809304679646,0.24113584820759013,0.3678670430721565
0.34728813590560503,0.2528689321806517,0.3901134023583863
0.3228899281825792,0.23289414396487967,0.35136786875072695
0.3376956630477506,0.24445623502491357,0.3721124080030921
0.3292274385813861,0.23673818539857425,0.36539313752506475
0.3413488964123403,0.24628738722806237,0.3824963236082686
0.3008475221928952,0.21171220377064137,0.2938950838839691
0.25899763328876635,0.17670358132468827,0.18787802486211566
0.17886059254654385,0.10826731007516588,0.08990395776046255
0.1801545744131507,0.11086712572265453,0.08347606310699275
0.15937111875145607,0.09516578842987992,0.07269701083698633
0.16427571843765243,0.09896955326460576,0.07796981916154229
0.14940384412868035,0.08960003854131247,0.06480674064190718
0.14313666849183454,0.08643982638849987,0.06343180267299765
0.14248868664627345,0.08583465567288717,0.05811534540543885
***,***,***
0.5021494876695295,0.4212677762171541,0.20521258328233277
0.4688952382048997,0.3918629170984492,0.18214602745135777
0.47004610974236255,0.38868161059819717,0.19479321387126347
0.48762563494442057,0.4019289577625403,0.2140946487608388
0.496990833314181,0.4069619780945858,0.23170309414482873
0.49814170485164383,0.40378067159433373,0.2478672931139917
0.4766731285547161,0.38294065777869507,0.2400358062543425
0.48603832692447657,0.38797367811074057,0.2596378042695559
0.5036178521265345,0.40122102527508374,0.2814586120593998
0.4293748624192218,0.33617629418143946,0.233111692772
0.35707251145560587,0.2726840740827528,0.19165161180886944
0.32710399272389484,0.2465649456969669,0.17659690156620983
0.3119212622903195,0.23523160560931664,0.16288234427208317
0.3192028299064335,0.24314173570671976,0.16251458702364271
0.3223772341063986,0.2469447023879741,0.16226974396231678
0.3481710861407543,0.26840637638461484,0.18066188503841324
0.36575061134281245,0.281653723548958,0.1995862911683454
0.3264607174930883,0.24943404790979487,0.1721952900577313
0.3358758364228476,0.25717703930572366,0.1844632680347255
0.3575625250410545,0.27453154988621564,0.20303179889837708
0.3833563770754102,0.29599322388285637,0.22205654249364334
0.3793099841122011,0.2908067134865937,0.23254015482387835
0.39410662230327775,0.30180318374073223,0.24980528514846478
0.38225954316262034,0.2964655454498844,0.2298012259520188
0.3857434179928138,0.2979214475736677,0.24102910603544386
0.3982600128948467,0.30770189474031623,0.255068790804322
0.39277324598795127,0.30638808077576585,0.24388559886329744
0.39840282990654197,0.3105217020887232,0.25581307294073574
***,***,***
0.5036372672973762,0.27896693188592736,0.1083646498213782
0.5472844748658887,0.3009041599453742,0.12134148013583204
0.5909316824344013,0.3228413880048212,0.1357545437278688
0.6345788900029139,0.34477861606426824,0.15160384059749082
0.6085693203119916,0.3289526885235955,0.13624342169888548
0.5756620525786148,0.3099078352297773,0.12043092856213351
0.5427547848452382,0.2908629819359592,0.10586017328514366
